violation_id,tx_id,rule_id,severity,disclosed_value,actual_value,delta,delta_pct,description,detected_at
VIO_E9A63E9E77F6,TXN_FEF94D2B4A8F,R1,high,5.42,5.75,0.33,6.0886,Charged fee $5.75 exceeds disclosed fee $5.42 by 6.1%,2026-03-24 16:14:12
VIO_13141D319F10,TXN_3226F6A4306A,R1,high,5.02,5.33,0.31,6.1753,Charged fee $5.33 exceeds disclosed fee $5.02 by 6.2%,2026-03-24 16:14:12
VIO_3F14D1188698,TXN_D9DF6042E336,R1,high,6.59,7.07,0.48,7.2838,Charged fee $7.07 exceeds disclosed fee $6.59 by 7.3%,2026-03-24 16:14:12
VIO_40626CAAA1E6,TXN_03C76B75FAC0,R1,high,3.02,3.21,0.19,6.2914,Charged fee $3.21 exceeds disclosed fee $3.02 by 6.3%,2026-03-24 16:14:12
VIO_4C62525407E9,TXN_F19860AD36C4,R1,high,5.72,6.11,0.39,6.8182,Charged fee $6.11 exceeds disclosed fee $5.72 by 6.8%,2026-03-24 16:14:12
VIO_1CF7E8B5C258,TXN_D5C8531D319B,R1,high,3.12,3.35,0.23,7.3718,Charged fee $3.35 exceeds disclosed fee $3.12 by 7.4%,2026-03-24 16:14:12
VIO_099041E0B5AF,TXN_82109546870E,R1,medium,4.4,4.5,0.1,2.2727,Charged fee $4.50 exceeds disclosed fee $4.40 by 2.3%,2026-03-24 16:14:12
VIO_C76B33F95B03,TXN_2DDA0B7F94F9,R1,medium,4.19,4.29,0.1,2.3866,Charged fee $4.29 exceeds disclosed fee $4.19 by 2.4%,2026-03-24 16:14:12
VIO_6FDEA1C9D90E,TXN_9831B9AF1380,R1,high,3.27,3.51,0.24,7.3394,Charged fee $3.51 exceeds disclosed fee $3.27 by 7.3%,2026-03-24 16:14:12
VIO_BFCFF0094AD8,TXN_8BCB2D842219,R1,medium,3.31,3.39,0.08,2.4169,Charged fee $3.39 exceeds disclosed fee $3.31 by 2.4%,2026-03-24 16:14:12
VIO_75302EEF6BDC,TXN_CFE9EBC99700,R1,high,6.28,6.72,0.44,7.0064,Charged fee $6.72 exceeds disclosed fee $6.28 by 7.0%,2026-03-24 16:14:12
VIO_39FC55F2AA6F,TXN_CC4D8FB8E9CD,R1,high,6.11,6.42,0.31,5.0736,Charged fee $6.42 exceeds disclosed fee $6.11 by 5.1%,2026-03-24 16:14:12
VIO_0317E92D2BB2,TXN_47761958EAE8,R1,high,3.61,3.8,0.19,5.2632,Charged fee $3.80 exceeds disclosed fee $3.61 by 5.3%,2026-03-24 16:14:12
VIO_DEF6F69356B5,TXN_894E9D0B16A3,R1,medium,2.09,2.15,0.06,2.8708,Charged fee $2.15 exceeds disclosed fee $2.09 by 2.9%,2026-03-24 16:14:12
VIO_BECC2A9C4485,TXN_E25574284FC7,R1,medium,5.39,5.57,0.18,3.3395,Charged fee $5.57 exceeds disclosed fee $5.39 by 3.3%,2026-03-24 16:14:12
VIO_5DB0B7CBCAD4,TXN_146E5FEF20CA,R1,high,4.79,5.12,0.33,6.8894,Charged fee $5.12 exceeds disclosed fee $4.79 by 6.9%,2026-03-24 16:14:12
VIO_2150F253E03A,TXN_D0D6E34C5C42,R1,medium,4.56,4.77,0.21,4.6053,Charged fee $4.77 exceeds disclosed fee $4.56 by 4.6%,2026-03-24 16:14:12
VIO_443538C5A00F,TXN_A5811E8A75CA,R1,medium,6.01,6.16,0.15,2.4958,Charged fee $6.16 exceeds disclosed fee $6.01 by 2.5%,2026-03-24 16:14:12
VIO_58800CBE8E96,TXN_F3F711FFAD45,R1,medium,2.49,2.56,0.07,2.8112,Charged fee $2.56 exceeds disclosed fee $2.49 by 2.8%,2026-03-24 16:14:12
VIO_7B203AE4A3D4,TXN_A3E0057CCCAD,R1,high,5.8,6.25,0.45,7.7586,Charged fee $6.25 exceeds disclosed fee $5.80 by 7.8%,2026-03-24 16:14:12
VIO_7D05F90A9F1C,TXN_1C4C03237A80,R1,high,3.96,4.25,0.29,7.3232,Charged fee $4.25 exceeds disclosed fee $3.96 by 7.3%,2026-03-24 16:14:12
VIO_6EAD0818B65E,TXN_797810FDCA16,R1,high,4.44,4.76,0.32,7.2072,Charged fee $4.76 exceeds disclosed fee $4.44 by 7.2%,2026-03-24 16:14:12
VIO_7FB2CBC2AA47,TXN_AF0D5B99C521,R1,medium,5.71,5.97,0.26,4.5534,Charged fee $5.97 exceeds disclosed fee $5.71 by 4.6%,2026-03-24 16:14:12
VIO_2C04FD4E6161,TXN_9AB967C5F1D5,R1,medium,5.35,5.46,0.11,2.0561,Charged fee $5.46 exceeds disclosed fee $5.35 by 2.1%,2026-03-24 16:14:12
VIO_D0C56C8596D2,TXN_726C0528A42B,R1,high,4.38,4.62,0.24,5.4795,Charged fee $4.62 exceeds disclosed fee $4.38 by 5.5%,2026-03-24 16:14:12
VIO_5490E287C97F,TXN_F2479FA3C744,R1,medium,4.08,4.2,0.12,2.9412,Charged fee $4.20 exceeds disclosed fee $4.08 by 2.9%,2026-03-24 16:14:12
VIO_6A3CAADDCB9E,TXN_569E822166A4,R1,medium,7.31,7.54,0.23,3.1464,Charged fee $7.54 exceeds disclosed fee $7.31 by 3.1%,2026-03-24 16:14:12
VIO_859B48220B9B,TXN_9B26F8B20CC2,R1,medium,3.45,3.53,0.08,2.3188,Charged fee $3.53 exceeds disclosed fee $3.45 by 2.3%,2026-03-24 16:14:12
VIO_F618F7804EC5,TXN_5080C3B7B93C,R1,high,4.89,5.28,0.39,7.9755,Charged fee $5.28 exceeds disclosed fee $4.89 by 8.0%,2026-03-24 16:14:12
VIO_A7D2D1A9F1A2,TXN_C125BA92147E,R1,medium,1.35,1.41,0.06,4.4444,Charged fee $1.41 exceeds disclosed fee $1.35 by 4.4%,2026-03-24 16:14:12
VIO_3291A464B82F,TXN_3CD4D081E83F,R1,medium,7.12,7.47,0.35,4.9157,Charged fee $7.47 exceeds disclosed fee $7.12 by 4.9%,2026-03-24 16:14:12
VIO_EBFF7E1A661D,TXN_9E213ACF6657,R1,high,5.01,5.4,0.39,7.7844,Charged fee $5.40 exceeds disclosed fee $5.01 by 7.8%,2026-03-24 16:14:12
VIO_AAC3409B644D,TXN_EF70E4CBC4CF,R1,high,7.76,8.26,0.5,6.4433,Charged fee $8.26 exceeds disclosed fee $7.76 by 6.4%,2026-03-24 16:14:12
VIO_8A2F7E010784,TXN_F6C966541D6F,R1,medium,3.17,3.29,0.12,3.7855,Charged fee $3.29 exceeds disclosed fee $3.17 by 3.8%,2026-03-24 16:14:12
VIO_3224253B4044,TXN_B29D87C5CF58,R1,medium,3.11,3.25,0.14,4.5016,Charged fee $3.25 exceeds disclosed fee $3.11 by 4.5%,2026-03-24 16:14:12
VIO_A1A181CFE0E8,TXN_9A194BC14009,R1,high,4.06,4.29,0.23,5.665,Charged fee $4.29 exceeds disclosed fee $4.06 by 5.7%,2026-03-24 16:14:12
VIO_6984133E7D36,TXN_8EE183148F43,R1,medium,7.04,7.39,0.35,4.9716,Charged fee $7.39 exceeds disclosed fee $7.04 by 5.0%,2026-03-24 16:14:12
VIO_B5E3127DB000,TXN_D9A46294DAB9,R1,medium,3.28,3.35,0.07,2.1341,Charged fee $3.35 exceeds disclosed fee $3.28 by 2.1%,2026-03-24 16:14:12
VIO_3BC74533B380,TXN_98247F71B713,R1,high,3.83,4.1,0.27,7.0496,Charged fee $4.10 exceeds disclosed fee $3.83 by 7.0%,2026-03-24 16:14:12
VIO_E76B3DA7517D,TXN_03DC58E89B2E,R1,medium,2.18,2.25,0.07,3.211,Charged fee $2.25 exceeds disclosed fee $2.18 by 3.2%,2026-03-24 16:14:12
VIO_0F0F7937EE38,TXN_1EE4C0E748BF,R1,medium,5.45,5.58,0.13,2.3853,Charged fee $5.58 exceeds disclosed fee $5.45 by 2.4%,2026-03-24 16:14:12
VIO_24589A9F234A,TXN_0291E1287A9C,R1,medium,5.43,5.69,0.26,4.7882,Charged fee $5.69 exceeds disclosed fee $5.43 by 4.8%,2026-03-24 16:14:12
VIO_4C44E4EEF45A,TXN_001EBE4C8EC1,R1,medium,4.28,4.49,0.21,4.9065,Charged fee $4.49 exceeds disclosed fee $4.28 by 4.9%,2026-03-24 16:14:12
VIO_077EEE49CB11,TXN_EC00B0CD8B79,R1,medium,5.54,5.7,0.16,2.8881,Charged fee $5.70 exceeds disclosed fee $5.54 by 2.9%,2026-03-24 16:14:12
VIO_9479EAA1B0F5,TXN_2D373668A2CC,R1,medium,2.82,2.96,0.14,4.9645,Charged fee $2.96 exceeds disclosed fee $2.82 by 5.0%,2026-03-24 16:14:12
VIO_804D2718BBEC,TXN_1CDD2F761D70,R1,medium,5.62,5.88,0.26,4.6263,Charged fee $5.88 exceeds disclosed fee $5.62 by 4.6%,2026-03-24 16:14:12
VIO_7D14CDEA5B32,TXN_BC2699B08E06,R1,medium,3.78,3.9,0.12,3.1746,Charged fee $3.90 exceeds disclosed fee $3.78 by 3.2%,2026-03-24 16:14:12
VIO_C0E1ED409637,TXN_C24110ECC040,R1,high,6.76,7.23,0.47,6.9527,Charged fee $7.23 exceeds disclosed fee $6.76 by 7.0%,2026-03-24 16:14:12
VIO_0609F8B2DE6A,TXN_42BDE4D94BB6,R1,high,4.14,4.43,0.29,7.0048,Charged fee $4.43 exceeds disclosed fee $4.14 by 7.0%,2026-03-24 16:14:12
VIO_71D02941E799,TXN_27759F71B780,R1,high,3.44,3.65,0.21,6.1047,Charged fee $3.65 exceeds disclosed fee $3.44 by 6.1%,2026-03-24 16:14:12
VIO_6DF92504C83E,TXN_0541ECFCB238,R1,medium,4.14,4.28,0.14,3.3816,Charged fee $4.28 exceeds disclosed fee $4.14 by 3.4%,2026-03-24 16:14:12
VIO_81536409DDEC,TXN_C824A2A14593,R1,medium,5.61,5.82,0.21,3.7433,Charged fee $5.82 exceeds disclosed fee $5.61 by 3.7%,2026-03-24 16:14:12
VIO_D948790C1428,TXN_4E0588FB94BB,R1,medium,6.34,6.63,0.29,4.5741,Charged fee $6.63 exceeds disclosed fee $6.34 by 4.6%,2026-03-24 16:14:12
VIO_7C05A4A6D1A6,TXN_71F51E49854D,R1,high,6.49,6.85,0.36,5.547,Charged fee $6.85 exceeds disclosed fee $6.49 by 5.5%,2026-03-24 16:14:12
VIO_0CB293F83EBF,TXN_A52479F0A2A7,R1,high,3.2,3.45,0.25,7.8125,Charged fee $3.45 exceeds disclosed fee $3.20 by 7.8%,2026-03-24 16:14:12
VIO_3E9FEBCF5EAB,TXN_000B3562D629,R1,medium,5.63,5.87,0.24,4.2629,Charged fee $5.87 exceeds disclosed fee $5.63 by 4.3%,2026-03-24 16:14:12
VIO_309A42E426A9,TXN_047B60102767,R1,medium,2.7,2.82,0.12,4.4444,Charged fee $2.82 exceeds disclosed fee $2.70 by 4.4%,2026-03-24 16:14:12
VIO_125A842FD56D,TXN_2463969B9F55,R1,medium,4.29,4.38,0.09,2.0979,Charged fee $4.38 exceeds disclosed fee $4.29 by 2.1%,2026-03-24 16:14:12
VIO_5CBAACB83B44,TXN_13600EE8D1F2,R1,medium,5.67,5.83,0.16,2.8219,Charged fee $5.83 exceeds disclosed fee $5.67 by 2.8%,2026-03-24 16:14:12
VIO_37050C034543,TXN_C594E9170BCE,R1,medium,5.73,5.89,0.16,2.7923,Charged fee $5.89 exceeds disclosed fee $5.73 by 2.8%,2026-03-24 16:14:12
VIO_501841FEC5D3,TXN_F0AD4C74EB90,R1,high,5.32,5.71,0.39,7.3308,Charged fee $5.71 exceeds disclosed fee $5.32 by 7.3%,2026-03-24 16:14:12
VIO_BCBF0F4C5C1E,TXN_7969E2980B0C,R1,medium,3.28,3.37,0.09,2.7439,Charged fee $3.37 exceeds disclosed fee $3.28 by 2.7%,2026-03-24 16:14:12
VIO_606796F9A2CD,TXN_A59871252824,R1,medium,5.27,5.45,0.18,3.4156,Charged fee $5.45 exceeds disclosed fee $5.27 by 3.4%,2026-03-24 16:14:12
VIO_92978B5E7915,TXN_D188D0DDBA7F,R1,medium,2.16,2.22,0.06,2.7778,Charged fee $2.22 exceeds disclosed fee $2.16 by 2.8%,2026-03-24 16:14:12
VIO_DAC042364F2B,TXN_9C0DA65260BA,R1,high,5.57,5.97,0.4,7.1813,Charged fee $5.97 exceeds disclosed fee $5.57 by 7.2%,2026-03-24 16:14:12
VIO_7E5B8457D571,TXN_DB1CB3F65823,R1,high,3.86,4.11,0.25,6.4767,Charged fee $4.11 exceeds disclosed fee $3.86 by 6.5%,2026-03-24 16:14:12
VIO_074C564F2503,TXN_D426900E83BD,R1,high,4.78,5.06,0.28,5.8577,Charged fee $5.06 exceeds disclosed fee $4.78 by 5.9%,2026-03-24 16:14:12
VIO_4B3CD6D58CD7,TXN_B068906EC994,R1,high,6.77,7.29,0.52,7.6809,Charged fee $7.29 exceeds disclosed fee $6.77 by 7.7%,2026-03-24 16:14:12
VIO_52DB58A31D0B,TXN_A3ACB6AD407F,R1,medium,4.94,5.09,0.15,3.0364,Charged fee $5.09 exceeds disclosed fee $4.94 by 3.0%,2026-03-24 16:14:12
VIO_1E27ED8ADDFD,TXN_F13D8095CA21,R1,high,4.52,4.81,0.29,6.4159,Charged fee $4.81 exceeds disclosed fee $4.52 by 6.4%,2026-03-24 16:14:12
VIO_66CC320A681D,TXN_3CB5F0EE42AC,R1,medium,1.99,2.05,0.06,3.0151,Charged fee $2.05 exceeds disclosed fee $1.99 by 3.0%,2026-03-24 16:14:12
VIO_8E1E0390B32E,TXN_70D0AE9D4F4D,R1,high,4.88,5.26,0.38,7.7869,Charged fee $5.26 exceeds disclosed fee $4.88 by 7.8%,2026-03-24 16:14:12
VIO_ACD344E5B2AA,TXN_851AB0D41E06,R1,medium,2.29,2.39,0.1,4.3668,Charged fee $2.39 exceeds disclosed fee $2.29 by 4.4%,2026-03-24 16:14:12
VIO_74FD5A06C36F,TXN_A49D20A6ACB9,R1,high,5.52,5.9,0.38,6.8841,Charged fee $5.90 exceeds disclosed fee $5.52 by 6.9%,2026-03-24 16:14:12
VIO_A71FD876624F,TXN_509320D95FCA,R1,high,2.98,3.18,0.2,6.7114,Charged fee $3.18 exceeds disclosed fee $2.98 by 6.7%,2026-03-24 16:14:12
VIO_947C94DB8A19,TXN_BF92833C8D7C,R1,high,1.68,1.79,0.11,6.5476,Charged fee $1.79 exceeds disclosed fee $1.68 by 6.5%,2026-03-24 16:14:12
VIO_6F30DC209DED,TXN_763DB3BFDF42,R1,medium,4.07,4.2,0.13,3.1941,Charged fee $4.20 exceeds disclosed fee $4.07 by 3.2%,2026-03-24 16:14:12
VIO_3160840D5A49,TXN_C7DEE2BA2770,R1,medium,6.51,6.7,0.19,2.9186,Charged fee $6.70 exceeds disclosed fee $6.51 by 2.9%,2026-03-24 16:14:12
VIO_850A784C0C7E,TXN_6DF174D9E4D4,R1,high,5.31,5.66,0.35,6.5913,Charged fee $5.66 exceeds disclosed fee $5.31 by 6.6%,2026-03-24 16:14:12
VIO_6F6061199D3D,TXN_FE2EB4E6BEB4,R1,medium,3.09,3.24,0.15,4.8544,Charged fee $3.24 exceeds disclosed fee $3.09 by 4.9%,2026-03-24 16:14:12
VIO_6BDB5FA98F4F,TXN_005772E4ADDC,R1,medium,3.94,4.13,0.19,4.8223,Charged fee $4.13 exceeds disclosed fee $3.94 by 4.8%,2026-03-24 16:14:12
VIO_2AB104599EE9,TXN_040446C45125,R1,medium,7.84,8.04,0.2,2.551,Charged fee $8.04 exceeds disclosed fee $7.84 by 2.6%,2026-03-24 16:14:12
VIO_52B1D2AED4BC,TXN_1EC3433D92EC,R1,high,3.07,3.29,0.22,7.1661,Charged fee $3.29 exceeds disclosed fee $3.07 by 7.2%,2026-03-24 16:14:12
VIO_179E478B43F1,TXN_C6E6AE496D62,R1,medium,4.75,4.94,0.19,4,Charged fee $4.94 exceeds disclosed fee $4.75 by 4.0%,2026-03-24 16:14:12
VIO_5F8C734330D2,TXN_27FAB4B1AD20,R1,medium,5.09,5.3,0.21,4.1257,Charged fee $5.30 exceeds disclosed fee $5.09 by 4.1%,2026-03-24 16:14:12
VIO_CEE943FB64C6,TXN_B4E20F4840F0,R1,high,5.02,5.33,0.31,6.1753,Charged fee $5.33 exceeds disclosed fee $5.02 by 6.2%,2026-03-24 16:14:12
VIO_89CBCD3093B5,TXN_473951CA6576,R1,high,4.8,5.09,0.29,6.0417,Charged fee $5.09 exceeds disclosed fee $4.80 by 6.0%,2026-03-24 16:14:12
VIO_F67FF34FBE2A,TXN_9E075A923389,R1,medium,3.59,3.73,0.14,3.8997,Charged fee $3.73 exceeds disclosed fee $3.59 by 3.9%,2026-03-24 16:14:12
VIO_3B64200B6E22,TXN_A0A3F175FC33,R1,high,5.94,6.36,0.42,7.0707,Charged fee $6.36 exceeds disclosed fee $5.94 by 7.1%,2026-03-24 16:14:12
VIO_516336C4EF37,TXN_090C29B9C110,R1,high,5.26,5.59,0.33,6.2738,Charged fee $5.59 exceeds disclosed fee $5.26 by 6.3%,2026-03-24 16:14:12
VIO_F3D9B4292798,TXN_DD85A4E8E0A3,R2,high,56.447999,55.497581,-0.950418,1.6837,Applied FX rate 55.497581 deviates from disclosed rate 56.447999 by 1.7%,2026-03-24 16:14:12
VIO_698E17002407,TXN_15C3317CC42C,R2,high,84.072551,82.454518,-1.618033,1.9246,Applied FX rate 82.454518 deviates from disclosed rate 84.072551 by 1.9%,2026-03-24 16:14:12
VIO_CAE7DF79AA9C,TXN_DD76547858E6,R2,high,17.541241,17.249165,-0.292076,1.6651,Applied FX rate 17.249165 deviates from disclosed rate 17.541241 by 1.7%,2026-03-24 16:14:12
VIO_0EF739C59001,TXN_FA0583EAA995,R2,medium,57.954258,57.387774,-0.566484,0.9775,Applied FX rate 57.387774 deviates from disclosed rate 57.954258 by 1.0%,2026-03-24 16:14:12
VIO_4B05F91B89D7,TXN_BC68DC02EE0C,R2,high,83.684502,82.244213,-1.440289,1.7211,Applied FX rate 82.244213 deviates from disclosed rate 83.684502 by 1.7%,2026-03-24 16:14:12
VIO_69667EDDE057,TXN_1DA20AC643B6,R2,high,2016.204231,1978.138269,-38.065962,1.888,Applied FX rate 1978.138269 deviates from disclosed rate 2016.204231 by 1.9%,2026-03-24 16:14:12
VIO_EA9DA3D4C2F7,TXN_1171479F096F,R2,medium,17.74785,17.634145,-0.113705,0.6407,Applied FX rate 17.634145 deviates from disclosed rate 17.747850 by 0.6%,2026-03-24 16:14:12
VIO_007E83448DF4,TXN_1289A5CACFF2,R2,high,168.664253,166.590696,-2.073557,1.2294,Applied FX rate 166.590696 deviates from disclosed rate 168.664253 by 1.2%,2026-03-24 16:14:12
VIO_782EFF390E71,TXN_D887C00E0E8E,R2,medium,2048.832299,2033.481977,-15.350322,0.7492,Applied FX rate 2033.481977 deviates from disclosed rate 2048.832299 by 0.7%,2026-03-24 16:14:12
VIO_F8FCEAD4920C,TXN_7573D0A6C1F1,R2,high,17.866861,17.5902,-0.276661,1.5485,Applied FX rate 17.590200 deviates from disclosed rate 17.866861 by 1.5%,2026-03-24 16:14:12
VIO_D91DAAB2364E,TXN_AB3D3E4F3764,R2,medium,169.505994,168.488389,-1.017605,0.6003,Applied FX rate 168.488389 deviates from disclosed rate 169.505994 by 0.6%,2026-03-24 16:14:12
VIO_EB2EB1CA8818,TXN_EEEF3582AE1A,R2,high,57.665011,56.583305,-1.081706,1.8758,Applied FX rate 56.583305 deviates from disclosed rate 57.665011 by 1.9%,2026-03-24 16:14:12
VIO_F5DB043B9B6A,TXN_F3FA209AECBB,R2,high,17.623266,17.316645,-0.306621,1.7399,Applied FX rate 17.316645 deviates from disclosed rate 17.623266 by 1.7%,2026-03-24 16:14:12
VIO_4718B3DAFA61,TXN_63FE3C82AE82,R2,high,168.730933,165.795327,-2.935606,1.7398,Applied FX rate 165.795327 deviates from disclosed rate 168.730933 by 1.7%,2026-03-24 16:14:12
VIO_E3AA30D13B59,TXN_7AA81E1DF838,R2,high,167.436727,165.183099,-2.253628,1.346,Applied FX rate 165.183099 deviates from disclosed rate 167.436727 by 1.3%,2026-03-24 16:14:12
VIO_E8D871EAD7AD,TXN_BB5FAC6244C7,R2,high,168.2659,165.266586,-2.999314,1.7825,Applied FX rate 165.266586 deviates from disclosed rate 168.265900 by 1.8%,2026-03-24 16:14:12
VIO_449DD975B13F,TXN_56E09470568B,R2,high,168.980641,166.741877,-2.238764,1.3249,Applied FX rate 166.741877 deviates from disclosed rate 168.980641 by 1.3%,2026-03-24 16:14:12
VIO_5A310BCB9BE8,TXN_9C1752636F84,R2,high,18.122193,17.86117,-0.261023,1.4403,Applied FX rate 17.861170 deviates from disclosed rate 18.122193 by 1.4%,2026-03-24 16:14:12
VIO_E349992566DD,TXN_FF6B9D4955B5,R2,high,57.640431,56.620861,-1.01957,1.7688,Applied FX rate 56.620861 deviates from disclosed rate 57.640431 by 1.8%,2026-03-24 16:14:12
VIO_D0472C941531,TXN_406659CFE2DB,R2,high,2047.666337,2022.682711,-24.983626,1.2201,Applied FX rate 2022.682711 deviates from disclosed rate 2047.666337 by 1.2%,2026-03-24 16:14:12
VIO_5F1845D0C5A0,TXN_4676A2075E02,R2,high,170.01111,167.764737,-2.246373,1.3213,Applied FX rate 167.764737 deviates from disclosed rate 170.011110 by 1.3%,2026-03-24 16:14:12
VIO_3FA311870130,TXN_1FE5A19761FF,R2,medium,56.926382,56.37064,-0.555742,0.9762,Applied FX rate 56.370640 deviates from disclosed rate 56.926382 by 1.0%,2026-03-24 16:14:12
VIO_246BE4F4AEAD,TXN_947704EB5FB6,R2,high,2022.951961,1996.429643,-26.522318,1.3111,Applied FX rate 1996.429643 deviates from disclosed rate 2022.951961 by 1.3%,2026-03-24 16:14:12
VIO_9795CFD917BB,TXN_4FB8F6C8B75B,R2,high,166.619909,164.002386,-2.617523,1.571,Applied FX rate 164.002386 deviates from disclosed rate 166.619909 by 1.6%,2026-03-24 16:14:12
VIO_C73231667D12,TXN_A8EA08FCCF0F,R2,high,58.307337,57.599275,-0.708062,1.2144,Applied FX rate 57.599275 deviates from disclosed rate 58.307337 by 1.2%,2026-03-24 16:14:12
VIO_7B1D0E95991C,TXN_DE1810D65A22,R2,high,2064.598911,2026.772165,-37.826746,1.8322,Applied FX rate 2026.772165 deviates from disclosed rate 2064.598911 by 1.8%,2026-03-24 16:14:12
VIO_99D415CF99D3,TXN_5831C4AAE312,R2,high,17.773433,17.514873,-0.25856,1.4548,Applied FX rate 17.514873 deviates from disclosed rate 17.773433 by 1.5%,2026-03-24 16:14:12
VIO_7DFCC79F1D0A,TXN_42B0E88A9797,R2,medium,17.92082,17.798789,-0.122031,0.6809,Applied FX rate 17.798789 deviates from disclosed rate 17.920820 by 0.7%,2026-03-24 16:14:12
VIO_220B978E5E87,TXN_FE03DCE173B8,R2,medium,165.175581,163.995497,-1.180084,0.7144,Applied FX rate 163.995497 deviates from disclosed rate 165.175581 by 0.7%,2026-03-24 16:14:12
VIO_D16F47C5C130,TXN_FCB31AC46DC1,R2,high,166.458181,163.581699,-2.876482,1.7281,Applied FX rate 163.581699 deviates from disclosed rate 166.458181 by 1.7%,2026-03-24 16:14:12
VIO_81681BFBE00D,TXN_3204D53B15D6,R2,high,2033.743745,1998.22266,-35.521085,1.7466,Applied FX rate 1998.222660 deviates from disclosed rate 2033.743745 by 1.7%,2026-03-24 16:14:12
VIO_05A3FB5D6A2F,TXN_B27338E0FF4D,R2,high,17.873543,17.67648,-0.197063,1.1025,Applied FX rate 17.676480 deviates from disclosed rate 17.873543 by 1.1%,2026-03-24 16:14:12
VIO_1060C2374ADF,TXN_85C5408A4446,R2,high,165.300664,163.595715,-1.704949,1.0314,Applied FX rate 163.595715 deviates from disclosed rate 165.300664 by 1.0%,2026-03-24 16:14:12
VIO_463D5AC97805,TXN_F89292253E81,R2,high,17.813185,17.605887,-0.207298,1.1637,Applied FX rate 17.605887 deviates from disclosed rate 17.813185 by 1.2%,2026-03-24 16:14:12
VIO_CAE10D4246CF,TXN_0EEC29CB6356,R2,high,2069.939808,2042.546897,-27.392911,1.3234,Applied FX rate 2042.546897 deviates from disclosed rate 2069.939808 by 1.3%,2026-03-24 16:14:12
VIO_546C9557902B,TXN_472B6DDA4C08,R2,high,82.605075,81.660858,-0.944217,1.143,Applied FX rate 81.660858 deviates from disclosed rate 82.605075 by 1.1%,2026-03-24 16:14:12
VIO_2B7648E5F689,TXN_F28BEC7E5951,R2,medium,82.718752,82.133067,-0.585685,0.708,Applied FX rate 82.133067 deviates from disclosed rate 82.718752 by 0.7%,2026-03-24 16:14:12
VIO_06EA56B3B644,TXN_DF36CBA2AA09,R2,high,170.289901,167.700446,-2.589455,1.5206,Applied FX rate 167.700446 deviates from disclosed rate 170.289901 by 1.5%,2026-03-24 16:14:12
VIO_C8B358447423,TXN_A7AF9829D4E9,R2,high,82.230594,81.189865,-1.040729,1.2656,Applied FX rate 81.189865 deviates from disclosed rate 82.230594 by 1.3%,2026-03-24 16:14:12
VIO_B9A440FE97A4,TXN_76876B959156,R2,high,17.977209,17.735663,-0.241546,1.3436,Applied FX rate 17.735663 deviates from disclosed rate 17.977209 by 1.3%,2026-03-24 16:14:12
VIO_DDD0D1B54B74,TXN_27DD8DBCEFCF,R2,medium,17.940402,17.764368,-0.176034,0.9812,Applied FX rate 17.764368 deviates from disclosed rate 17.940402 by 1.0%,2026-03-24 16:14:12
VIO_5BCAEEC9CF9D,TXN_02A4E74AADC9,R2,high,2063.434582,2042.139106,-21.295476,1.032,Applied FX rate 2042.139106 deviates from disclosed rate 2063.434582 by 1.0%,2026-03-24 16:14:12
VIO_23E303F7C622,TXN_968691E474F9,R2,medium,167.779053,166.755596,-1.023457,0.61,Applied FX rate 166.755596 deviates from disclosed rate 167.779053 by 0.6%,2026-03-24 16:14:12
VIO_DC235B642DA7,TXN_B8D9EBB046A4,R2,high,81.821317,80.546663,-1.274654,1.5579,Applied FX rate 80.546663 deviates from disclosed rate 81.821317 by 1.6%,2026-03-24 16:14:12
VIO_81924325BCBD,TXN_E7F16795623A,R2,high,167.295209,165.296927,-1.998282,1.1945,Applied FX rate 165.296927 deviates from disclosed rate 167.295209 by 1.2%,2026-03-24 16:14:12
VIO_06EBF6A3EE15,TXN_0A0BC2A1873A,R2,high,56.440943,55.388955,-1.051988,1.8639,Applied FX rate 55.388955 deviates from disclosed rate 56.440943 by 1.9%,2026-03-24 16:14:12
VIO_347516699074,TXN_AF9EF7FAA2E7,R2,medium,56.982961,56.430914,-0.552047,0.9688,Applied FX rate 56.430914 deviates from disclosed rate 56.982961 by 1.0%,2026-03-24 16:14:12
VIO_B860246ACD6D,TXN_2C3CEDBA5190,R2,high,17.79236,17.502338,-0.290022,1.63,Applied FX rate 17.502338 deviates from disclosed rate 17.792360 by 1.6%,2026-03-24 16:14:12
VIO_3937F20A771C,TXN_3B25BA94E95E,R2,high,84.532415,83.1375,-1.394915,1.6502,Applied FX rate 83.137500 deviates from disclosed rate 84.532415 by 1.7%,2026-03-24 16:14:12
VIO_9C43BB8E6EE6,TXN_AC7A2DCFF0D6,R2,medium,84.098183,83.477647,-0.620536,0.7379,Applied FX rate 83.477647 deviates from disclosed rate 84.098183 by 0.7%,2026-03-24 16:14:12
VIO_83073D7794CD,TXN_370686588295,R2,high,2047.933396,2009.459002,-38.474394,1.8787,Applied FX rate 2009.459002 deviates from disclosed rate 2047.933396 by 1.9%,2026-03-24 16:14:12
VIO_4731DCEB82EA,TXN_59474AC19272,R2,medium,2014.462164,1999.677688,-14.784476,0.7339,Applied FX rate 1999.677688 deviates from disclosed rate 2014.462164 by 0.7%,2026-03-24 16:14:12
VIO_E3398F43801A,TXN_98053F8B8E4E,R2,high,83.565773,82.00576,-1.560013,1.8668,Applied FX rate 82.005760 deviates from disclosed rate 83.565773 by 1.9%,2026-03-24 16:14:12
